,concept:name,time:timestamp
2429,Insert Fine Notification,2007-09-27 12:31:26.473431+00:00
2429,Add penalty,2008-11-03 00:00:31.080132+00:00
2429,Send for Credit Collection,2011-07-27 05:46:07.080132+00:00
2444,Insert Fine Notification,2007-09-29 14:25:39.678749+00:00
2444,Add penalty,2008-11-02 15:39:48.577316+00:00
2444,Send for Credit Collection,2011-07-26 21:25:24.577316+00:00
2494,Insert Fine Notification,2007-09-23 16:47:50.509598+00:00
2494,Add penalty,2008-12-13 14:14:52.291570+00:00
2494,Send for Credit Collection,2011-09-05 20:00:28.291570+00:00
2501,Insert Fine Notification,2007-09-28 22:57:42.429249+00:00
2501,Add penalty,2008-10-02 18:07:36.062070+00:00
2501,Send for Credit Collection,2011-06-25 23:53:12.062070+00:00
2544,Insert Fine Notification,2007-10-01 00:00:00+00:00
2544,Add penalty,2008-12-10 10:59:43.627742+00:00
2544,Send for Credit Collection,2011-09-02 16:45:19.627742+00:00
2579,Insert Fine Notification,2007-09-27 07:48:05.920118+00:00
2579,Add penalty,2008-12-28 18:52:25.860769+00:00
2579,Send for Credit Collection,2011-09-21 00:38:01.860769+00:00
2586,Insert Fine Notification,2007-09-11 07:48:05.920118+00:00
2586,Add penalty,2008-12-12 18:52:25.860769+00:00
2586,Send for Credit Collection,2011-09-05 00:38:01.860769+00:00
2588,Insert Fine Notification,2007-12-28 15:36:26.380949+00:00
2588,Add penalty,2009-03-10 22:32:58.937722+00:00
2588,Send for Credit Collection,2011-12-02 04:18:34.937722+00:00
2615,Insert Fine Notification,2007-02-10 20:26:52.322103+00:00
2615,Add penalty,2008-09-16 19:25:51.000316+00:00
2615,Send for Credit Collection,2011-06-10 01:11:27.000316+00:00
2617,Insert Fine Notification,2007-09-22 16:55:06.110679+00:00
2617,Add penalty,2008-11-04 10:07:07.779357+00:00
2617,Send for Credit Collection,2011-07-28 15:52:43.779357+00:00
2619,Insert Fine Notification,2007-09-26 20:06:49.309525+00:00
2619,Add penalty,2008-12-13 23:56:49.738839+00:00
2619,Send for Credit Collection,2011-09-06 05:42:25.738839+00:00
2621,Insert Fine Notification,2007-09-15 00:00:00+00:00
2621,Add penalty,2008-11-12 00:36:01.690738+00:00
2621,Send for Credit Collection,2011-08-05 06:21:37.690738+00:00
2641,Insert Fine Notification,2007-09-12 22:57:42.429249+00:00
2641,Add penalty,2008-09-16 18:07:36.062070+00:00
2641,Send for Credit Collection,2011-06-09 23:53:12.062070+00:00
2670,Insert Fine Notification,2007-09-21 10:15:52.816370+00:00
2670,Add penalty,2008-12-12 16:15:06.996732+00:00
2670,Send for Credit Collection,2011-09-04 22:00:42.996732+00:00
2704,Insert Fine Notification,2007-02-05 11:22:04.774824+00:00
2704,Add penalty,2009-03-24 02:10:03.291604+00:00
2704,Send for Credit Collection,2011-12-15 07:55:39.291604+00:00
2734,Insert Fine Notification,2007-09-29 03:59:18.280355+00:00
2734,Add penalty,2009-01-09 06:27:20.901155+00:00
2734,Send for Credit Collection,2011-10-02 12:12:56.901155+00:00
2784,Insert Fine Notification,2007-09-28 08:59:40.233442+00:00
2784,Add penalty,2008-10-14 18:47:22.168887+00:00
2784,Send for Credit Collection,2011-07-08 00:32:58.168887+00:00
2791,Insert Fine Notification,2007-09-10 11:34:47.514876+00:00
2791,Add penalty,2008-10-29 19:40:57.580703+00:00
2791,Send for Credit Collection,2011-07-23 01:26:33.580703+00:00
2793,Insert Fine Notification,2007-10-13 00:05:55.046502+00:00
2793,Add penalty,2009-03-04 17:41:24.524238+00:00
2793,Send for Credit Collection,2011-11-25 23:27:00.524238+00:00
2809,Insert Fine Notification,2007-09-30 20:48:15.767852+00:00
2809,Add penalty,2009-01-25 12:56:02.568253+00:00
2809,Send for Credit Collection,2011-10-18 18:41:38.568253+00:00
2813,Insert Fine Notification,2007-09-30 10:07:58.673098+00:00
2813,Add penalty,2009-01-13 08:54:27.322320+00:00
2813,Send for Credit Collection,2011-10-06 14:40:03.322320+00:00
2822,Insert Fine Notification,2007-09-13 03:59:18.280355+00:00
2822,Add penalty,2008-12-24 06:27:20.901155+00:00
2822,Send for Credit Collection,2011-09-16 12:12:56.901155+00:00
2844,Insert Fine Notification,2007-02-07 18:25:04.399574+00:00
2844,Add penalty,2008-03-08 12:30:48.436124+00:00
2844,Send for Credit Collection,2010-11-29 18:16:24.436124+00:00
2858,Insert Fine Notification,2007-02-11 00:00:00+00:00
2858,Add penalty,2008-05-04 00:14:18.714945+00:00
2858,Send for Credit Collection,2011-01-25 05:59:54.714945+00:00
2898,Insert Fine Notification,2007-09-30 01:53:19.407574+00:00
2898,Add penalty,2009-01-07 00:56:01.535995+00:00
2898,Send for Credit Collection,2011-09-30 06:41:37.535995+00:00
2905,Insert Fine Notification,2007-09-29 05:35:09.676106+00:00
2905,Add penalty,2008-12-24 19:58:13.179061+00:00
2905,Send for Credit Collection,2011-09-17 01:43:49.179061+00:00
2932,Insert Fine Notification,2007-09-29 11:25:00.672979+00:00
2932,Add penalty,2008-09-23 20:15:44.518491+00:00
2932,Send for Credit Collection,2011-06-17 02:01:20.518491+00:00
2955,Insert Fine Notification,2007-09-29 11:25:00.672979+00:00
2955,Add penalty,2008-09-23 20:15:44.518491+00:00
2955,Send for Credit Collection,2011-06-17 02:01:20.518491+00:00
2972,Insert Fine Notification,2007-09-29 11:25:00.672979+00:00
2972,Add penalty,2008-09-23 20:15:44.518491+00:00
2972,Send for Credit Collection,2011-06-17 02:01:20.518491+00:00
3036,Insert Fine Notification,2007-09-27 20:16:40.117961+00:00
3036,Add penalty,2009-02-05 13:07:23.255712+00:00
3036,Send for Credit Collection,2011-10-29 18:52:59.255712+00:00
3054,Insert Fine Notification,2007-09-26 03:49:44.340895+00:00
3054,Add penalty,2009-02-04 20:33:01.552251+00:00
3054,Send for Credit Collection,2011-10-29 02:18:37.552251+00:00
3086,Insert Fine Notification,2007-09-12 08:59:40.233442+00:00
3086,Add penalty,2008-09-28 18:47:22.168887+00:00
3086,Send for Credit Collection,2011-06-22 00:32:58.168887+00:00
3088,Insert Fine Notification,2007-09-11 09:38:28.728005+00:00
3088,Add penalty,2008-08-20 23:49:11.615031+00:00
3088,Send for Credit Collection,2011-05-14 05:34:47.615031+00:00
3092,Insert Fine Notification,2007-09-29 10:58:52.473767+00:00
3092,Add penalty,2009-05-20 04:19:16.427885+00:00
3092,Send for Credit Collection,2012-02-10 10:04:52.427885+00:00
3120,Insert Fine Notification,2007-09-13 05:35:09.676106+00:00
3120,Add penalty,2008-12-08 19:58:13.179061+00:00
3120,Send for Credit Collection,2011-09-01 01:43:49.179061+00:00
3148,Insert Fine Notification,2007-09-29 02:47:57.514476+00:00
3148,Add penalty,2008-12-02 21:57:45.900564+00:00
3148,Send for Credit Collection,2011-08-26 03:43:21.900564+00:00
3150,Insert Fine Notification,2007-09-28 05:18:16.997987+00:00
3150,Add penalty,2009-01-17 16:31:55.770414+00:00
3150,Send for Credit Collection,2011-10-10 22:17:31.770414+00:00
3164,Insert Fine Notification,2007-09-10 11:34:47.514876+00:00
3164,Add penalty,2008-10-29 19:40:57.580703+00:00
3164,Send for Credit Collection,2011-07-23 01:26:33.580703+00:00
3166,Insert Fine Notification,2007-09-28 18:54:59.726010+00:00
3166,Add penalty,2008-10-20 02:47:35.012031+00:00
3166,Send for Credit Collection,2011-07-13 08:33:11.012031+00:00
3168,Insert Fine Notification,2007-09-30 08:26:29.044116+00:00
3168,Add penalty,2009-01-19 05:38:03.668122+00:00
3168,Send for Credit Collection,2011-10-12 11:23:39.668122+00:00
3170,Insert Fine Notification,2007-10-17 00:55:07.969590+00:00
3170,Add penalty,2009-01-30 09:34:31.308302+00:00
3170,Send for Credit Collection,2011-10-23 15:20:07.308302+00:00
3190,Insert Fine Notification,2007-02-09 18:45:19.467583+00:00
3190,Add penalty,2008-07-13 16:16:54.667150+00:00
3190,Send for Credit Collection,2011-04-05 22:02:30.667150+00:00
3211,Insert Fine Notification,2007-09-29 08:06:28.124972+00:00
3211,Add penalty,2008-12-04 19:25:39.096758+00:00
3211,Send for Credit Collection,2011-08-28 01:11:15.096758+00:00
3236,Insert Fine Notification,2007-09-28 13:36:55.612081+00:00
3236,Add penalty,2008-12-24 15:11:59.692117+00:00
3236,Send for Credit Collection,2011-09-16 20:57:35.692117+00:00
3280,Insert Fine Notification,2007-09-30 11:02:05.608216+00:00
3280,Add penalty,2008-11-28 00:26:37.543777+00:00
3280,Send for Credit Collection,2011-08-21 06:12:13.543777+00:00
3289,Insert Fine Notification,2007-09-29 06:29:06.792609+00:00
3289,Add penalty,2009-02-12 20:31:35.706295+00:00
3289,Send for Credit Collection,2011-11-06 02:17:11.706295+00:00
3325,Insert Fine Notification,2007-09-28 02:24:43.064171+00:00
3325,Add penalty,2008-11-09 18:58:10.106940+00:00
3325,Send for Credit Collection,2011-08-03 00:43:46.106940+00:00
3338,Insert Fine Notification,2007-09-26 17:39:45.253786+00:00
3338,Add penalty,2008-11-13 17:58:06.891424+00:00
3338,Send for Credit Collection,2011-08-06 23:43:42.891424+00:00
3394,Insert Fine Notification,2007-09-26 01:06:02.203296+00:00
3394,Add penalty,2009-03-09 23:39:36.102544+00:00
3394,Send for Credit Collection,2011-12-01 05:25:12.102544+00:00
3409,Insert Fine Notification,2007-09-13 17:54:02.191603+00:00
3409,Add penalty,2008-10-10 07:56:33.386229+00:00
3409,Send for Credit Collection,2011-07-03 13:42:09.386229+00:00
3431,Insert Fine Notification,2007-09-29 08:27:08.333298+00:00
3431,Add penalty,2008-10-18 00:22:17.378455+00:00
3431,Send for Credit Collection,2011-07-11 06:07:53.378455+00:00
3461,Insert Fine Notification,2007-09-09 21:54:49.268372+00:00
3461,Add penalty,2008-11-14 02:56:41.594851+00:00
3461,Send for Credit Collection,2011-08-07 08:42:17.594851+00:00
3470,Insert Fine Notification,2007-09-25 05:34:47.917572+00:00
3470,Add penalty,2009-04-21 21:18:08.759485+00:00
3470,Send for Credit Collection,2012-01-13 03:03:44.759485+00:00
3489,Insert Fine Notification,2007-11-25 20:12:04.060080+00:00
3489,Add penalty,2009-04-21 19:45:15.560758+00:00
3489,Send for Credit Collection,2012-01-13 01:30:51.560758+00:00
3495,Insert Fine Notification,2007-12-25 11:50:14.846815+00:00
3495,Add penalty,2009-04-01 23:59:03.551373+00:00
3495,Send for Credit Collection,2011-12-24 05:44:39.551373+00:00
3497,Insert Fine Notification,2007-02-09 03:53:36.895519+00:00
3497,Add penalty,2008-08-12 04:15:20.489406+00:00
3497,Send for Credit Collection,2011-05-05 10:00:56.489406+00:00
3506,Insert Fine Notification,2007-09-13 16:58:59.790713+00:00
3506,Add penalty,2009-02-13 06:13:36.015044+00:00
3506,Send for Credit Collection,2011-11-06 11:59:12.015044+00:00
3526,Insert Fine Notification,2007-09-09 00:03:23.768015+00:00
3526,Add penalty,2008-10-18 11:59:09.216161+00:00
3526,Send for Credit Collection,2011-07-11 17:44:45.216161+00:00
3528,Insert Fine Notification,2007-09-26 08:37:15.066496+00:00
3528,Add penalty,2009-03-05 20:45:54.029029+00:00
3528,Send for Credit Collection,2011-11-27 02:31:30.029029+00:00
3546,Insert Fine Notification,2007-09-13 14:52:53.272808+00:00
3546,Add penalty,2008-08-06 04:31:55.550036+00:00
3546,Send for Credit Collection,2011-04-29 10:17:31.550036+00:00
3606,Insert Fine Notification,2007-09-22 07:40:59.717227+00:00
3606,Add penalty,2009-06-22 13:38:14.501323+00:00
3606,Send for Credit Collection,2012-03-14 19:23:50.501323+00:00
3612,Insert Fine Notification,2008-03-16 04:20:32.974797+00:00
3612,Add penalty,2009-04-07 09:59:52.371908+00:00
3612,Send for Credit Collection,2011-12-29 15:45:28.371908+00:00
3639,Insert Fine Notification,2007-09-21 04:09:07.173548+00:00
3639,Add penalty,2008-11-22 09:55:58.554169+00:00
3639,Send for Credit Collection,2011-08-15 15:41:34.554169+00:00
3661,Insert Fine Notification,2007-09-25 04:23:40.092994+00:00
3661,Add penalty,2009-01-23 06:51:48.733780+00:00
3661,Send for Credit Collection,2011-10-16 12:37:24.733780+00:00
3688,Insert Fine Notification,2007-09-27 17:56:39.132306+00:00
3688,Add penalty,2008-11-01 09:28:18.994031+00:00
3688,Send for Credit Collection,2011-07-25 15:13:54.994031+00:00
3695,Insert Fine Notification,2007-09-12 03:41:51.884390+00:00
3695,Add penalty,2009-03-22 20:39:10.278634+00:00
3695,Send for Credit Collection,2011-12-14 02:24:46.278634+00:00
3711,Insert Fine Notification,2007-09-27 21:33:47.784946+00:00
3711,Add penalty,2009-04-26 07:56:25.804651+00:00
3711,Send for Credit Collection,2012-01-17 13:42:01.804651+00:00
3713,Insert Fine Notification,2007-09-28 15:01:46.298593+00:00
3713,Add penalty,2008-10-26 14:54:16.756117+00:00
3713,Send for Credit Collection,2011-07-19 20:39:52.756117+00:00
3727,Insert Fine Notification,2007-09-12 19:35:44.275704+00:00
3727,Add penalty,2008-09-27 01:54:51.658349+00:00
3727,Send for Credit Collection,2011-06-20 07:40:27.658349+00:00
3761,Insert Fine Notification,2007-09-28 12:42:17.329887+00:00
3761,Add penalty,2008-09-11 04:30:54.745353+00:00
3761,Send for Credit Collection,2011-06-04 10:16:30.745353+00:00
3763,Insert Fine Notification,2007-02-11 03:16:22.568981+00:00
3763,Add penalty,2008-03-16 16:03:37.106506+00:00
3763,Send for Credit Collection,2010-12-07 21:49:13.106506+00:00
3765,Insert Fine Notification,2007-10-16 10:50:40.726760+00:00
3765,Add penalty,2008-12-12 09:29:24.480082+00:00
3765,Send for Credit Collection,2011-09-04 15:15:00.480082+00:00
3772,Insert Fine Notification,2007-10-16 10:39:35.356829+00:00
3772,Add penalty,2008-12-14 21:43:56.263622+00:00
3772,Send for Credit Collection,2011-09-07 03:29:32.263622+00:00
3779,Insert Fine Notification,2007-09-12 03:41:51.884390+00:00
3779,Add penalty,2009-03-22 20:39:10.278634+00:00
3779,Send for Credit Collection,2011-12-14 02:24:46.278634+00:00
3785,Insert Fine Notification,2007-10-19 00:00:00+00:00
3785,Add penalty,2009-05-09 09:29:00.965060+00:00
3785,Send for Credit Collection,2012-01-30 15:14:36.965060+00:00
3789,Insert Fine Notification,2007-10-16 23:19:27.485708+00:00
3789,Add penalty,2008-11-29 04:25:00.512879+00:00
3789,Send for Credit Collection,2011-08-22 10:10:36.512879+00:00
3829,Insert Fine Notification,2007-09-27 08:41:29.494472+00:00
3829,Add penalty,2008-11-10 21:20:56.018100+00:00
3829,Send for Credit Collection,2011-08-04 03:06:32.018100+00:00
3870,Insert Fine Notification,2007-10-16 02:08:23.003260+00:00
3870,Add penalty,2008-11-23 10:21:59.734981+00:00
3870,Send for Credit Collection,2011-08-16 16:07:35.734981+00:00
3881,Insert Fine Notification,2007-09-10 11:52:29.435556+00:00
3881,Add penalty,2008-10-04 13:43:37.648798+00:00
3881,Send for Credit Collection,2011-06-27 19:29:13.648798+00:00
3901,Insert Fine Notification,2007-10-16 23:52:53.890240+00:00
3901,Add penalty,2008-11-16 16:53:43.873330+00:00
3901,Send for Credit Collection,2011-08-09 22:39:19.873330+00:00
3936,Insert Fine Notification,2007-02-12 00:00:00+00:00
3936,Add penalty,2008-07-22 16:18:08.904231+00:00
3936,Send for Credit Collection,2011-04-14 22:03:44.904231+00:00
3962,Insert Fine Notification,2007-09-14 22:03:57.972789+00:00
3962,Add penalty,2009-01-26 08:35:51.765138+00:00
3962,Send for Credit Collection,2011-10-19 14:21:27.765138+00:00
3999,Insert Fine Notification,2007-09-29 06:24:15.821597+00:00
3999,Add penalty,2009-01-23 02:05:34.998082+00:00
3999,Send for Credit Collection,2011-10-16 07:51:10.998082+00:00
4001,Insert Fine Notification,2007-09-14 22:03:57.972789+00:00
4001,Add penalty,2009-01-26 08:35:51.765138+00:00
4001,Send for Credit Collection,2011-10-19 14:21:27.765138+00:00
4052,Insert Fine Notification,2007-09-14 01:53:19.407574+00:00
4052,Add penalty,2008-12-22 00:56:01.535995+00:00
4052,Send for Credit Collection,2011-09-14 06:41:37.535995+00:00
4056,Insert Fine Notification,2007-01-31 04:20:39.964515+00:00
4056,Add penalty,2008-04-22 16:45:53.998649+00:00
4056,Send for Credit Collection,2011-01-13 22:31:29.998649+00:00
4066,Insert Fine Notification,2007-09-29 13:49:12.203962+00:00
4066,Add penalty,2009-02-10 21:39:29.799498+00:00
4066,Send for Credit Collection,2011-11-04 03:25:05.799498+00:00
4090,Insert Fine Notification,2007-09-10 01:06:02.203296+00:00
4090,Add penalty,2009-02-21 23:39:36.102544+00:00
4090,Send for Credit Collection,2011-11-15 05:25:12.102544+00:00
4105,Insert Fine Notification,2007-09-28 16:00:59.031425+00:00
4105,Add penalty,2009-01-20 17:54:30.662893+00:00
4105,Send for Credit Collection,2011-10-13 23:40:06.662893+00:00
4116,Insert Fine Notification,2007-02-10 05:41:29.501375+00:00
4116,Add penalty,2008-02-21 08:57:13.830044+00:00
4116,Send for Credit Collection,2010-11-13 14:42:49.830044+00:00
4132,Insert Fine Notification,2007-02-09 13:12:39.890334+00:00
4132,Add penalty,2008-04-13 04:52:35.552803+00:00
4132,Send for Credit Collection,2011-01-04 10:38:11.552803+00:00
4145,Insert Fine Notification,2007-09-28 21:42:12.632549+00:00
4145,Add penalty,2009-01-03 18:57:36.166595+00:00
4145,Send for Credit Collection,2011-09-27 00:43:12.166595+00:00
4165,Insert Fine Notification,2007-09-25 11:34:01.464747+00:00
4165,Add penalty,2009-02-23 11:35:54.575910+00:00
4165,Send for Credit Collection,2011-11-16 17:21:30.575910+00:00
4178,Insert Fine Notification,2007-09-10 21:51:40.311932+00:00
4178,Add penalty,2008-11-05 22:31:51.720501+00:00
4178,Send for Credit Collection,2011-07-30 04:17:27.720501+00:00
4210,Insert Fine Notification,2007-09-28 21:42:12.632549+00:00
4210,Add penalty,2009-01-03 18:57:36.166595+00:00
4210,Send for Credit Collection,2011-09-27 00:43:12.166595+00:00
4249,Insert Fine Notification,2007-10-15 15:17:16.503099+00:00
4249,Add penalty,2008-09-02 00:22:49.114605+00:00
4249,Send for Credit Collection,2011-05-26 06:08:25.114605+00:00
4292,Insert Fine Notification,2007-09-30 12:25:38.306290+00:00
4292,Add penalty,2008-12-29 22:06:01.652385+00:00
4292,Send for Credit Collection,2011-09-22 03:51:37.652385+00:00
4296,Insert Fine Notification,2007-09-25 00:03:23.768015+00:00
4296,Add penalty,2008-11-03 11:59:09.216161+00:00
4296,Send for Credit Collection,2011-07-27 17:44:45.216161+00:00
4357,Insert Fine Notification,2007-09-27 09:38:28.728005+00:00
4357,Add penalty,2008-09-05 23:49:11.615031+00:00
4357,Send for Credit Collection,2011-05-30 05:34:47.615031+00:00
4381,Insert Fine Notification,2007-09-30 13:10:46.972116+00:00
4381,Add penalty,2008-08-26 14:29:02.587528+00:00
4381,Send for Credit Collection,2011-05-19 20:14:38.587528+00:00
4388,Insert Fine Notification,2007-09-14 12:25:38.306290+00:00
4388,Add penalty,2008-12-13 22:06:01.652385+00:00
4388,Send for Credit Collection,2011-09-06 03:51:37.652385+00:00
4399,Insert Fine Notification,2007-09-13 06:36:57.337769+00:00
4399,Add penalty,2009-01-28 04:22:07.419239+00:00
4399,Send for Credit Collection,2011-10-21 10:07:43.419239+00:00
4424,Insert Fine Notification,2007-02-11 20:52:34.042259+00:00
4424,Add penalty,2008-02-26 16:12:52.641208+00:00
4424,Send for Credit Collection,2010-11-18 21:58:28.641208+00:00
4446,Insert Fine Notification,2007-09-29 04:39:59.553208+00:00
4446,Add penalty,2008-10-22 02:38:51.969903+00:00
4446,Send for Credit Collection,2011-07-15 08:24:27.969903+00:00
4467,Insert Fine Notification,2007-09-27 21:53:16.846170+00:00
4467,Add penalty,2009-01-06 11:39:05.874994+00:00
4467,Send for Credit Collection,2011-09-29 17:24:41.874994+00:00
4469,Insert Fine Notification,2007-09-13 17:54:02.191603+00:00
